Date,MPC Target,Processed,Submitted,codes,Observability,"approx. transit time (@TMO, LOCAL)",RA,Dec,"RA Vel (""/min)","Dec Vel (""/min)",Vmag,~Error (arcsec),Error Color,Sky Brightness,SNR,Vel_Est,FWHM,Sky Mag,start,end
0721-0722,3GK1921_2,not in fov,-1,-2,06:00 - 12:00,2023-07-22 8:20:00,20:24:21,-25:54:13,5.52,-1.38,19.8,"(342.69, 136.18)",ORANGE,,,,,,2023-07-21,2023-07-22
0721-0722,P11H84e_1,not clear in images,-1,-8,08:10 - 14:10,2023-07-22 10:30:00,22:36:31,-27:59:08,0.18,0.84,21.2,"(2.09, 2.66)",GREEN,,,,,,2023-07-21,2023-07-22
0721-0722,P11H84e_2,not clear in images,-1,-8,08:10 - 14:10,2023-07-22 10:30:00,22:36:31,-27:59:08,0.18,0.84,21.2,"(2.09, 2.66)",GREEN,,,,,,2023-07-21,2023-07-22
0721-0722,A10W1as_1,not clear in images,-1,-8,08:20 - 14:30,2023-07-22 10:30:00,22:39:23,-25:59:03,9.6,0.3,19.5,"(43.19, 7.29)",RED,,,,,,2023-07-21,2023-07-22
0721-0722,A10W1as_2,not clear in images,-1,-8,08:20 - 14:30,2023-07-22 10:30:00,22:39:23,-25:59:03,9.6,0.3,19.5,"(43.19, 7.29)",RED,,,,,,2023-07-21,2023-07-22
0720-0721,3GJ2521_1,_2 tracking failure,1,2,02:00 - 07:50,2023-07-21 3:40:00,15:43:49,-11:45:10,3.54,5.94,19.4,"(0.67, 0.8)",GREEN,,,,,,2023-07-20,2023-07-21
0720-0721,3GJ2521_2,_2 tracking failure,-1,-11,02:00 - 07:50,2023-07-21 3:40:00,15:43:49,-11:45:10,3.54,5.94,19.4,"(0.67, 0.8)",GREEN,,,,,,2023-07-20,2023-07-21
0720-0721,3GJ2821_1,_2 tracking failure,1,2,02:00 - 08:10,2023-07-21 4:10:00,16:10:36,-19:27:54,1.44,1.32,20.1,"(1.44, 1.74)",GREEN,,,,,,2023-07-20,2023-07-21
0720-0721,3GJ2821_2,_2 tracking failure,-1,-11,02:00 - 08:10,2023-07-21 4:10:00,16:10:36,-19:27:54,1.44,1.32,20.1,"(1.44, 1.74)",GREEN,,,,,,2023-07-20,2023-07-21
0720-0721,3GI1521_1,,1,"1,",06:30 - 11:50,2023-07-21 8:40:00,20:47:27,-24:14:14,12.6,-4.44,19.3,"(0.62, 0.63)",GREEN,,,,,,2023-07-20,2023-07-21
0720-0721,3GI1521_2,,1,"1,",06:30 - 11:50,2023-07-21 8:40:00,20:47:27,-24:14:14,12.6,-4.44,19.3,"(0.62, 0.63)",GREEN,,,,,,2023-07-20,2023-07-21
0720-0721,A10W1as_1,not in fov,-1,-2,08:10 - 14:10,2023-07-21 10:10:00,22:16:42,-26:03:14,18.6,-0.18,18.7,"(27.95, 7.84)",RED,,,,,,2023-07-20,2023-07-21
0720-0721,A10W1as_2,not in fov,-1,-2,08:10 - 14:10,2023-07-21 10:10:00,22:16:42,-26:03:14,18.6,-0.18,18.7,"(27.95, 7.84)",RED,,,,,,2023-07-20,2023-07-21
0720-0721,P11H84e_1,not 100% on if in fov,-1,-8,08:20 - 14:00,2023-07-21 10:30:00,22:36:09,-28:21:47,0.24,0.84,21.2,"(1.0, 1.3)",GREEN,,,,,,2023-07-20,2023-07-21
0720-0721,P11H84e_2,not 100% on if in fov,-1,-8,08:20 - 14:00,2023-07-21 10:30:00,22:36:09,-28:21:47,0.24,0.84,21.2,"(1.0, 1.3)",GREEN,,,,,,2023-07-20,2023-07-21
0720-0721,3GI2A21_1,only _1,1,2,09:40 - 16:10,2023-07-21 11:50:00,23:57:02,-9:51:56,7.8,6.6,20.1,"(2.17, 1.94)",ORANGE,,,,,,2023-07-20,2023-07-21
0720-0721,3GI2A21_2,only _1,-1,-9,09:40 - 16:10,2023-07-21 11:50:00,23:57:02,-9:51:56,7.8,6.6,20.1,"(2.17, 1.94)",ORANGE,,,,,,2023-07-20,2023-07-21
0719-0720,3GJ2821_1,,1,"1,",,9:10 PM,16 08 40.1,-19 54 47.0,1.32,1.3,20.2,~20,GREEN,,,,,,2023-07-19,2023-07-20
0719-0720,3GJ2821_2,,1,"1,",,9:10 PM,16 08 40.1,-19 54 47.0,1.32,1.3,20.2,~20,GREEN,,,,,,2023-07-19,2023-07-20
0719-0720,3GI1521_1,,1,"1,",,1:30 AM,20 34 19.3,-23 04 30.0,11.13,-4.46,19.4,~4,GREEN,,,,,,2023-07-19,2023-07-20
0719-0720,3GI1521_2,,1,"1,",,1:30 AM,20 34 19.3,-23 04 30.0,11.13,-4.46,19.4,~4,GREEN,,,,,,2023-07-19,2023-07-20
0719-0720,3GH1A21_1,Note: low SNR (12),1,"2,",,2:40 AM,21 40 20.3,-25 43 34.0,4.95,-5.71,21.2,~30,ORANGE,,,,,,2023-07-19,2023-07-20
0719-0720,3GH1A21_2,Note: low SNR (12),1,"2,",,2:40 AM,21 40 20.3,-25 43 34.0,4.95,-5.71,21.2,~30,ORANGE,,,,,,2023-07-19,2023-07-20
0719-0720,A10W1as_1,No target in either field,-1,-2,,2:50 AM,21 54 44.7,-26 31 45.0,17.7,-0.73,18,~30,RED,,,,,,2023-07-19,2023-07-20
0719-0720,A10W1as_2,No target in either field,-1,-2,,2:50 AM,21 54 44.7,-26 31 45.0,17.7,-0.73,18,~30,RED,,,,,,2023-07-19,2023-07-20
0719-0720,P11H84e_1,"No target in field? low SNR, dispTarget not convincing",-1,-8,,3:40 AM,22 35 55.2,-28 33 55.2,0.18,0.83,21.2,~100,GREEN,,,,,,2023-07-19,2023-07-20
0719-0720,P11H84e_2,"No target in field? low SNR, dispTarget not convincing",-1,-8,,3:40 AM,22 35 55.2,-28 33 55.2,0.18,0.83,21.2,~100,GREEN,,,,,,2023-07-19,2023-07-20
0719-0720,3GI2A21_1,"Not enough ref stars, crashed",-1,-3,,4:50 AM,23 50 09.4,-11 26 37.0,7.48,7.48,20.1,~6,ORANGE,,,,,,2023-07-19,2023-07-20
0719-0720,3GI2A21_2,"Not enough ref stars, crashed",-1,-3,,4:50 AM,23 50 09.4,-11 26 37.0,7.48,7.48,20.1,~6,ORANGE,,,,,,2023-07-19,2023-07-20
0718-0719,ZTs0128_1,,1,"1,",02:00 - 08:20,2023-07-19 4:30:00,16 21 39.9,24 35 10.68,-25.8,-27,17.9,"(0.38, 0.59)",ORANGE,,,,,,2023-07-18,2023-07-19
0718-0719,ZTs0128_2,,1,"1,",02:00 - 08:20,2023-07-19 4:30:00,16 21 39.9,24 35 10.68,-25.8,-27,17.9,"(0.38, 0.59)",ORANGE,,,,,,2023-07-18,2023-07-19
0718-0719,3GH2A21_1,,1,"1,",07:00 - 13:20,2023-07-19 9:10:00,21 13 41.5,-16 51 04.68,9.6,-3.6,20.1,"(1.08, 0.91)",GREEN,,,,,,2023-07-18,2023-07-19
0718-0719,3GH2A21_2,,1,"1,",07:00 - 13:20,2023-07-19 9:10:00,21 13 41.5,-16 51 04.68,9.6,-3.6,20.1,"(1.08, 0.91)",GREEN,,,,,,2023-07-18,2023-07-19
0718-0719,3GH1A21_1,failed on frame reregistration,-1,"-4,",07:20 - 13:40,2023-07-19 9:30:00,21 29 26.1,-22 02 17.52,9.6,-9.6,20.4,"(253.37, 146.03)",ORANGE,,,,,,2023-07-18,2023-07-19
0718-0719,3GH1A21_2,failed on frame reregistration,-1,"-4,",07:20 - 13:40,2023-07-19 9:30:00,21 29 26.1,-22 02 17.52,9.6,-9.6,20.4,"(253.37, 146.03)",ORANGE,,,,,,2023-07-18,2023-07-19
0718-0719,P11H7Tb_1,,-1,"-9,",,3:20 AM,22 14 47.0,-29 52 56.0,1.14,-0.016,20.3,~10,GREEN,,,,,,2023-07-18,2023-07-19
0718-0719,P11H7Tb_2,,1,"2,",,3:20 AM,22 14 47.0,-29 52 56.0,1.14,-0.016,20.3,~10,GREEN,,,,,,2023-07-18,2023-07-19
0717-0718,P21H4Jg_1,no target in first field,-1,-2,02:00 - 08:20,04:10,16 05 20.8,26 11 00.24,0.96,-10.2,20.5,"(107.87, 55.91)",GREEN,,,,,,2023-07-17,2023-07-18
0717-0718,P21H4Jg_2,no target in first field,1,2,02:00 - 08:20,04:10,16 05 20.8,26 11 00.24,0.96,-10.2,20.5,"(107.87, 55.91)",GREEN,,,,,,2023-07-17,2023-07-18
0717-0718,P21H28q_1,,1,"1,",09:10 - 15:30,11:30,23 17 27.9,-10 30 31.32,-0.24,1.62,20.6,"(0.7, 3.27)",GREEN,,,,,,2023-07-17,2023-07-18
0717-0718,P21H28q_2,,1,"1,",09:10 - 15:30,11:30,23 17 27.9,-10 30 31.32,-0.24,1.62,20.6,"(0.7, 3.27)",GREEN,,,,,,2023-07-17,2023-07-18
0717-0718,P21H5DN_1,second target bad on graph,1,"2,",,2:40 AM,21 35 29.9,-28 14 06.0,-0.57,0.84,20.5,~40,GREEN,,,,,,2023-07-17,2023-07-18
0717-0718,P21H5DN_2,second target bad on graph,-1,"-9,",,2:40 AM,21 35 29.9,-28 14 06.0,-0.57,0.84,20.5,~40,GREEN,,,,,,2023-07-17,2023-07-18
0717-0718,P11H7Tb_1,"no clear target in first field, processing found a 'target' anyway with good snr (31)",-1,-8,,3:20 AM,22 12 47.2,-29 52 27.0,1.05,-0.024,20.4,~20,GREEN,,,,,,2023-07-17,2023-07-18
0717-0718,P11H7Tb_2,"no clear target in first field, processing found a 'target' anyway with good snr (31)",1,2,,3:20 AM,22 12 47.2,-29 52 27.0,1.05,-0.024,20.4,~20,GREEN,,,,,,2023-07-17,2023-07-18
0716-0717,ST23G18_1,Cloudy,1,2,,10:20 PM,17 06 12.0,11 10 19,0.86,10.86,20.3,1.5,orange,,,,,,2023-07-16,2023-07-17
0716-0717,ST23G18_2,Cloudy,1,2,,10:20 PM,17 06 12.0,11 10 19,0.86,10.86,20.3,1.5,orange,,,,,,2023-07-16,2023-07-17
0716-0717,P21H7X3_1,"Cloudy, _2 recenter fail",1,2,,1:20 AM,20 05 30.4,-18 51 34,0.47,-0.94,19.9,10,green,,,,,,2023-07-16,2023-07-17
0716-0717,P21H7X3_2,"Cloudy, _2 recenter fail",1,-5,,1:20 AM,20 05 30.4,-18 51 34,0.47,-0.94,19.9,10,green,,,,,,2023-07-16,2023-07-17
0716-0717,P21H4JH_1,Cloudy,1,"2,",,1:40 AM,20 26 54.4,-10 02 25,-5.47,28.78,18.6,2,orange,,,,,,2023-07-16,2023-07-17
0716-0717,P21H4JH_2,Cloudy,1,2,,1:40 AM,20 26 54.4,-10 02 25,-5.47,28.78,18.6,2,orange,,,,,,2023-07-16,2023-07-17
0716-0717,P21H4JG_1,"Cloudy, _2 cloudy and tracking fail",1,2,,1:50 AM,20 37 09.1,-22 35 14,-2.47,1.36,21,4,green,,,,,,2023-07-16,2023-07-17
0716-0717,P21H4JG_2,"Cloudy, _2 cloudy and tracking fail",-1,-2,,1:50 AM,20 37 09.1,-22 35 14,-2.47,1.36,21,4,green,,,,,,2023-07-16,2023-07-17
0716-0717,P11H6Y5_1,"Cloudy. _2 recenter fail, not in fov, clouds",-1,"-9,",,2:10 AM,21 02 16.2,-17 59 03,-2.34,-0.27,20.3,2,green,,,,,,2023-07-16,2023-07-17
0716-0717,P11H6Y5_2,"Cloudy. _2 recenter fail, not in fov, clouds",-1,-2,,2:10 AM,21 02 16.2,-17 59 03,-2.34,-0.27,20.3,2,green,,,,,,2023-07-16,2023-07-17
0716-0717,P11GZqY_1,"Cloudy, _2 recenter fail, clouds?",-1,"-9,",,3:20 AM,22 14 59.0,-01 53 04,1.56,-0.53,21.3,50,green,,,,,,2023-07-16,2023-07-17
0716-0717,P11GZqY_2,"Cloudy, _2 recenter fail, clouds?",-1,-5,,3:20 AM,22 14 59.0,-01 53 04,1.56,-0.53,21.3,50,green,,,,,,2023-07-16,2023-07-17
0714-0715,P11GZqZ_1,,1,"1,",02:50 - 10:20,2023-07-15 6:10:00,268 23 58.2,19 15 22.32,1.08,-0.66,20.8,"(1.79, 1.21)",GREEN,,,,,,2023-07-14,2023-07-15
0714-0715,P11GZqZ_2,,1,"1,",02:50 - 10:20,2023-07-15 6:10:00,268 23 58.2,19 15 22.32,1.08,-0.66,20.8,"(1.79, 1.21)",GREEN,,,,,,2023-07-14,2023-07-15
0714-0715,P11GZry_1,,1,"1,",06:10 - 12:30,2023-07-15 8:20:00,300 30 14.4,-16 09 47.52,-1.92,-3.78,21.2,"(1.7, 2.05)",GREEN,,,,,,2023-07-14,2023-07-15
0714-0715,P11GZry_2,,1,"1,",06:10 - 12:30,2023-07-15 8:20:00,300 30 14.4,-16 09 47.52,-1.92,-3.78,21.2,"(1.7, 2.05)",GREEN,,,,,,2023-07-14,2023-07-15
0714-0715,A10VUVw_1,,1,"1,",06:20 - 12:40,2023-07-15 8:40:00,304 36 23.4,-18 44 35.16,-2.4,3.06,19.5,"(0.87, 0.76)",GREEN,,,,,,2023-07-14,2023-07-15
0714-0715,A10VUVw_2,,1,"1,",06:20 - 12:40,2023-07-15 8:40:00,304 36 23.4,-18 44 35.16,-2.4,3.06,19.5,"(0.87, 0.76)",GREEN,,,,,,2023-07-14,2023-07-15
0714-0715,P11GXui_1,,1,"1,",07:00 - 13:20,2023-07-15 9:20:00,314 04 44.4,-23 47 25.8,-0.24,1.5,21,"(0.13, 0.61)",GREEN,,,,,,2023-07-14,2023-07-15
0714-0715,P11GXui_2,,1,"1,",07:00 - 13:20,2023-07-15 9:20:00,314 04 44.4,-23 47 25.8,-0.24,1.5,21,"(0.13, 0.61)",GREEN,,,,,,2023-07-14,2023-07-15
0714-0715,A10VJYv_1,too slow to identify,-1,-8,07:50 - 14:10,2023-07-15 10:00:00,325 09 45,-10 19 44.04,-0.24,0,16.8,"(0.0, 0.0)",GREEN,,,,,,2023-07-14,2023-07-15
0714-0715,A10VJYv_2,too slow to identify,-1,-8,07:50 - 14:10,2023-07-15 10:00:00,325 09 45,-10 19 44.04,-0.24,0,16.8,"(0.0, 0.0)",GREEN,,,,,,2023-07-14,2023-07-15
0714-0715,P11GZqY_1,_1 recenter fail,-1,-5,08:10 - 14:30,2023-07-15 10:30:00,332 15 16.2,-1 26 02.04,1.68,-0.48,21.4,"(1.55, 0.79)",GREEN,,,,,,2023-07-14,2023-07-15
0714-0715,P11GZqY_2,_1 recenter fail,1,2,08:10 - 14:30,2023-07-15 10:30:00,332 15 16.2,-1 26 02.04,1.68,-0.48,21.4,"(1.55, 0.79)",GREEN,,,,,,2023-07-14,2023-07-15
0714-0715,P21GVOF_1,not identifiable,-1,-8,08:50 - 15:00,2023-07-15 11:00:00,340 20 54.6,-22 15 50.76,1.8,-0.78,21.5,"(13.41, 5.27)",GREEN,,,,,,2023-07-14,2023-07-15
0714-0715,P21GVOF_2,not identifiable,-1,-8,08:50 - 15:00,2023-07-15 11:00:00,340 20 54.6,-22 15 50.76,1.8,-0.78,21.5,"(13.41, 5.27)",GREEN,,,,,,2023-07-14,2023-07-15
0713-0714,P11GVvJ_1,,1,"1,",07:50 - 14:10,10:00,21 38 44.52,-20 23 49.92,0.18,0.3,21.4,"(0.89, 1.08)",GREEN,,,,,,2023-07-13,2023-07-14
0713-0714,P11GVvJ_2,,1,"1,",07:50 - 14:10,10:00,21 38 44.52,-20 23 49.92,0.18,0.3,21.4,"(0.89, 1.08)",GREEN,,,,,,2023-07-13,2023-07-14
0713-0714,P11GWn6_1,,1,"1,",08:50 - 15:10,11:00,22 40 40.08,-9 11 07.44,-3.84,-1.2,20.2,"(0.84, 0.46)",GREEN,,,,,,2023-07-13,2023-07-14
0713-0714,P11GWn6_2,,1,"1,",08:50 - 15:10,11:00,22 40 40.08,-9 11 07.44,-3.84,-1.2,20.2,"(0.84, 0.46)",GREEN,,,,,,2023-07-13,2023-07-14
0713-0714,P21GVOF_1,Tracking fail,-1,-11,08:50 - 15:00,11:00,339 44 27.6,-21 59 36.96,1.92,-0.78,21.4,"(18.08, 17.65)",GREEN,,,,,,2023-07-13,2023-07-14
0713-0714,P21GVOF_2,Tracking fail,-1,-11,08:50 - 15:00,11:00,339 44 27.6,-21 59 36.96,1.92,-0.78,21.4,"(18.08, 17.65)",GREEN,,,,,,2023-07-13,2023-07-14
0712-0713,gb00560_1,1: no obj in field 2: frame reregister loop,-1,-2,,2:50 AM,21 24 40.4,27 50 32,-5.03,2.14,20,~250,"green, orange",,,,,,2023-07-12,2023-07-13
0712-0713,gb00560_2,1: no obj in field 2: frame reregister loop,-1,-4,,2:50 AM,21 24 40.4,27 50 32,-5.03,2.14,20,~250,"green, orange",,,,,,2023-07-12,2023-07-13
0712-0713,P11GXui_1,no object in either field,-1,-2,,2:20 AM,20 56 55.4,-24 51 34,-0.22,1.42,21.1,~250,"green, orange",,,,,,2023-07-12,2023-07-13
0712-0713,P11GXui_2,no object in either field,-1,-2,,2:20 AM,20 56 55.4,-24 51 34,-0.22,1.42,21.1,~250,"green, orange",,,,,,2023-07-12,2023-07-13
0712-0713,P11GXlk_1,no object in either field,-1,-2,,2:00 AM,20 37 29.0,-29 26 09,-0.31,0.37,20.8,~200,green,,,,,,2023-07-12,2023-07-13
0712-0713,P11GXlk_2,no object in either field,-1,-2,,2:00 AM,20 37 29.0,-29 26 09,-0.31,0.37,20.8,~200,green,,,,,,2023-07-12,2023-07-13
0710-0711,C9EGU12_1,,1,"1,",,11:40 PM,18 00 01.9,30 50 37,-0.44,0.87,20.5,~2,green,,,,,,2023-07-10,2023-07-11
0710-0711,C9EGU12_2,,1,"1,",,11:40 PM,18 00 01.9,30 50 37,-0.44,0.87,20.5,~2,green,,,,,,2023-07-10,2023-07-11
0710-0711,7N28001_1,not in fov - do not do in future,-1,-2,,12:00 AM,18 24 19.1,-02 09 49,-0.051,0.43,18.6,~400,green,,,,,,2023-07-10,2023-07-11
0710-0711,7N28001_2,not in fov - do not do in future,-1,-2,,12:00 AM,18 24 19.1,-02 09 49,-0.051,0.43,18.6,~400,green,,,,,,2023-07-10,2023-07-11
0710-0711,P21GQCk_1,no target in first field,-1,-2,,1:00 AM,19 25 09.2,-20 21 19,-0.4,1.42,20.5,~40,green,,,,,,2023-07-10,2023-07-11
0710-0711,P21GQCk_2,no target in first field,1,2,,1:00 AM,19 25 09.2,-20 21 19,-0.4,1.42,20.5,~40,green,,,,,,2023-07-10,2023-07-11
0710-0711,C0HZG35_1,,1,"1,",,1:40 AM,20 08 19.4,-17 03 34,-0.47,4.53,21.1,~4,green,,,,,,2023-07-10,2023-07-11
0710-0711,C0HZG35_2,,1,"1,",,1:40 AM,20 08 19.4,-17 03 34,-0.47,4.53,21.1,~4,green,,,,,,2023-07-10,2023-07-11
0710-0711,C9EJ0F2_1,report will not output,-1,-7,,3:20 AM,21 38 36.5,03 37 52,-7.62,14.34,19.5,~4,green,,,,,,2023-07-10,2023-07-11
0710-0711,C9EJ0F2_2,report will not output,-1,-7,,3:20 AM,21 38 36.5,03 37 52,-7.62,14.34,19.5,~4,green,,,,,,2023-07-10,2023-07-11
0709-0710,C3RG141_1,,1,"1,",,3:40 AM,22 04 55.6,-13 54 11,-3.16,4.24,18.2,6,green,,,,,,2023-07-09,2023-07-10
0709-0710,C3RG141_2,,1,"1,",,3:40 AM,22 04 55.6,-13 54 11,-3.16,4.24,18.2,6,green,,,,,,2023-07-09,2023-07-10
0709-0710,7N28001_1,not in fov?,-1,-2,,12:00 AM,18 24 20.7,-01 59 35,-0.06,-0.42,18.6,40,green,,,,,,2023-07-09,2023-07-10
0709-0710,7N28001_2,not in fov?,-1,-2,,12:00 AM,18 24 20.7,-01 59 35,-0.06,-0.42,18.6,40,green,,,,,,2023-07-09,2023-07-10
0709-0710,C9E8LY2_1,failed recenter,1,-5,,10:20 PM,16 30 14.3,-09 11 33,-7.85,12.64,20,2,green,,,,,,2023-07-09,2023-07-10
0709-0710,C9E8LY2_2,failed recenter,1,-5,,10:20 PM,16 30 14.3,-09 11 33,-7.85,12.64,20,2,green,,,,,,2023-07-09,2023-07-10
0709-0710,C9E2GF2_1,,1,"1,",,2:20 AM,20 42 18.6,-24 46 05,-2.47,-15.58,20.1,7.5,orange,,,,,,2023-07-09,2023-07-10
0709-0710,C9E2GF2_2,,1,"1,",,2:20 AM,20 42 18.6,-24 46 05,-2.47,-15.58,20.1,7.5,orange,,,,,,2023-07-09,2023-07-10
0709-0710,P21GQCk_1,,-1,"-9,",,1:00 AM,19 25 35.8,-20 54 53,-0.4,1.42,20.5,~200,green,,,,,,2023-07-09,2023-07-10
0709-0710,P21GQCk_2,,-1,"-9,",,1:00 AM,19 25 35.8,-20 54 53,-0.4,1.42,20.5,~200,green,,,,,,2023-07-09,2023-07-10
0709-0710,P21GQAw_1,"failed recenter, not in fov",-1,"-2,-5",,2:10 AM,20 28 01.6,08 24 03,0.55,5.25,20.5,15,green,,,,,,2023-07-09,2023-07-10
0709-0710,P21GQAw_2,"failed recenter, not in fov",-1,"-2,-5",,2:10 AM,20 28 01.6,08 24 03,0.55,5.25,20.5,15,green,,,,,,2023-07-09,2023-07-10
0709-0710,HirtNJ2_1,not in fov,-1,-2,,2:20 AM,20 42 17.3,-16 42 51,-0.075,1.05,20.5,200,green,,,,,,2023-07-09,2023-07-10
0709-0710,HirtNJ2_2,not in fov,-1,-2,,2:20 AM,20 42 17.3,-16 42 51,-0.075,1.05,20.5,200,green,,,,,,2023-07-09,2023-07-10
0709-0710,C4V219Z_1,not in fov,-1,-2,,1:40 AM,20 05 26.1,-12 15 47,-1.07,0.59,20.7,~100,green,,,,,,2023-07-09,2023-07-10
0709-0710,C4V219Z_2,not in fov,-1,-2,,1:40 AM,20 05 26.1,-12 15 47,-1.07,0.59,20.7,~100,green,,,,,,2023-07-09,2023-07-10
0709-0710,P21GNQK_1,,1,"1,",,11:30 PM,17 54 08.3,07 47 00,-1.2,-0.47,21,1,green,,,,,,2023-07-09,2023-07-10
0709-0710,P21GNQK_2,,1,"1,",,11:30 PM,17 54 08.3,07 47 00,-1.2,-0.47,21,1,green,,,,,,2023-07-09,2023-07-10
0708-0709,scax100_1,not in fov,-1,-2,,8:00 PM,14 08 40.7,02 09 07,-0.31,-0.68,17.8,~250,green,,,,,,2023-07-08,2023-07-09
0708-0709,scax100_2,not in fov,-1,-2,,8:00 PM,14 08 40.7,02 09 07,-0.31,-0.68,17.8,~250,green,,,,,,2023-07-08,2023-07-09
0708-0709,C9E3TW2_1,,1,"1,",,2:20 AM,20 37 21.3,-03 59 38,5.79,-0.18,19.9,2,green,,,,,,2023-07-08,2023-07-09
0708-0709,C9E3TW2_2,,1,"1,",,2:20 AM,20 37 21.3,-03 59 38,5.79,-0.18,19.9,2,green,,,,,,2023-07-08,2023-07-09
0708-0709,C9E2GF2_1,,1,"1,",,2:30 AM,20 44 30.1,-18 57 28,-2.05,-13.07,20.3,2,orange,,,,,,2023-07-08,2023-07-09
0708-0709,C9E2GF2_2,,1,"1,",,2:30 AM,20 44 30.1,-18 57 28,-2.05,-13.07,20.3,2,orange,,,,,,2023-07-08,2023-07-09
0708-0709,C1083W3_1,not in fov,-1,-2,,2:10 AM,20 27 28.0,-15 01 46,1.75,-4.77,20.9,~400,orange,,,,,,2023-07-08,2023-07-09
0708-0709,C1083W3_2,not in fov,-1,-2,,2:10 AM,20 27 28.0,-15 01 46,1.75,-4.77,20.9,~400,orange,,,,,,2023-07-08,2023-07-09
0708-0709,P21GNQK_1,,1,"1,",,11:40 PM,17 56 02.2,07 58 07,-1.21,-0.46,21,2,"green, blue",,,,,,2023-07-08,2023-07-09
0708-0709,P21GNQK_2,,1,"1,",,11:40 PM,17 56 02.2,07 58 07,-1.21,-0.46,21,2,"green, blue",,,,,,2023-07-08,2023-07-09
0707-0708,C9DUJ32_1,only one dataset,1,2,02:00 - 08:20,2023-07-08 4:10:00,15 25 05.88,23 32 02.04,-0.54,7.8,21,"(0.6, 0.87)",GREEN,,,,,,2023-07-07,2023-07-08
0707-0708,C9DUJ32_2,only one dataset,-1,0,02:00 - 08:20,2023-07-08 4:10:00,15 25 05.88,23 32 02.04,-0.54,7.8,21,"(0.6, 0.87)",GREEN,,,,,,2023-07-07,2023-07-08
0707-0708,gb00559_1,only one dataset,1,2,02:00 - 09:20,2023-07-08 5:20:00,16 32 28.32,38 52 08.4,-3.66,2.94,20.2,"(3.32, 3.14)",GREEN,,,,,,2023-07-07,2023-07-08
0707-0708,gb00559_2,only one dataset,-1,0,02:00 - 09:20,2023-07-08 5:20:00,16 32 28.32,38 52 08.4,-3.66,2.94,20.2,"(3.32, 3.14)",GREEN,,,,,,2023-07-07,2023-07-08
0707-0708,P21GN7t_1,,1,"1,",02:00 - 09:30,2023-07-08 5:30:00,16 41 18.96,3 51 48.6,-0.9,0.9,21,"(0.34, 0.29)",GREEN,,,,,,2023-07-07,2023-07-08
0707-0708,P21GN7t_2,,1,"1,",02:00 - 09:30,2023-07-08 5:30:00,16 41 18.96,3 51 48.6,-0.9,0.9,21,"(0.34, 0.29)",GREEN,,,,,,2023-07-07,2023-07-08
0707-0708,P21GNQK_1,,1,"1,",03:20 - 10:50,2023-07-08 6:50:00,17 58 13.08,8 10 34.68,-1.2,-0.48,21.1,"(0.67, 0.65)",GREEN,,,,,,2023-07-07,2023-07-08
0707-0708,P21GNQK_2,,1,"1,",03:20 - 10:50,2023-07-08 6:50:00,17 58 13.08,8 10 34.68,-1.2,-0.48,21.1,"(0.67, 0.65)",GREEN,,,,,,2023-07-07,2023-07-08
0707-0708,P21GNQJ_1,,1,"1,",03:20 - 10:50,2023-07-08 6:50:00,17 58 27.12,5 28 30,-2.52,-21.6,18.8,"(0.19, 0.28)",ORANGE,,,,,,2023-07-07,2023-07-08
0707-0708,P21GNQJ_2,,1,"1,",03:20 - 10:50,2023-07-08 6:50:00,17 58 27.12,5 28 30,-2.52,-21.6,18.8,"(0.19, 0.28)",ORANGE,,,,,,2023-07-07,2023-07-08
0707-0708,P21GGRT_1,unknown,-1,"-9,",07:10 - 14:40,2023-07-08 10:40:00,21 50 54.96,8 04 46.92,-0.24,0.24,21.5,"(46.84, 34.67)",GREEN,,,,,,2023-07-07,2023-07-08
0707-0708,P21GGRT_2,unknown,-1,"-9,",07:10 - 14:40,2023-07-08 10:40:00,21 50 54.96,8 04 46.92,-0.24,0.24,21.5,"(46.84, 34.67)",GREEN,,,,,,2023-07-07,2023-07-08
0707-0708,P21GIIj_1,weird dot in one frame of _2,0,0,07:20 - 14:50,2023-07-08 10:50:00,21 58 32.88,22 32 23.28,-0.12,0.18,21.4,"(46.67, 33.72)",GREEN,,,,,,2023-07-07,2023-07-08
0707-0708,P21GIIj_2,weird dot in one frame of _2,-1,-11,07:20 - 14:50,2023-07-08 10:50:00,21 58 32.88,22 32 23.28,-0.12,0.18,21.4,"(46.67, 33.72)",GREEN,,,,,,2023-07-07,2023-07-08
0707-0708,P21GJLK_1,unknown,-1,"-9,",07:50 - 15:20,2023-07-08 11:20:00,22 29 55.32,11 03 47.16,-0.18,0.48,21.2,"(129.3, 135.51)",GREEN,,,,,,2023-07-07,2023-07-08
0707-0708,P21GJLK_2,unknown,-1,"-9,",07:50 - 15:20,2023-07-08 11:20:00,22 29 55.32,11 03 47.16,-0.18,0.48,21.2,"(129.3, 135.51)",GREEN,,,,,,2023-07-07,2023-07-08
0707-0708,A10VJYv_1,unknown,-1,"-9,",08:20 - 14:40,2023-07-08 10:30:00,21 43 15.6,-10 17 39.84,-0.18,0,17,"(0.0, 0.0)",GREEN,,,,,,2023-07-07,2023-07-08
0707-0708,A10VJYv_2,unknown,-1,"-9,",08:20 - 14:40,2023-07-08 10:30:00,21 43 15.6,-10 17 39.84,-0.18,0,17,"(0.0, 0.0)",GREEN,,,,,,2023-07-07,2023-07-08
